review_id,username,rating,review_text,date,sentiment
c59631b4-7e60-4b2a-beb3-f3b5be5e9164,Vina Nursolikah,1,"Kok gak bisa di buka ya, tulisannya pengembangan atau apa trus di suruh matikan hp, udah di restart tapi gak bisa ke buka jg",2023-10-12 04:42:17,negative
a9aec8d9-fcf1-4d35-aa6c-95785a04b16c,ibnoe Awalludin,2,"kacau lah pagi² mu order tiket malah error, ga ada pilihan pembayaran.. untung ada bawa emoney",2023-10-09 01:29:48,negative
baa627d5-ac69-4f8a-8fad-c76e4cf69fa2,Muhammad Fadhil,2,Ni kenapa saya mau bayar mrt jakarta tiba2 data saat ini kosong apa coba!? JELASIN LAH,2023-10-09 00:02:21,negative
83a1c94c-92ea-4140-8491-6d7519b27098,darun Jb,1,Baru mau coba beli tiket eh metode pembayarannya ga ada sama sekali. Bener2 gila,2023-10-08 05:55:22,negative
93016382-e167-4abb-b0b1-50ebe6e99745,My Space And Property,2,Ada yang aneh saat mau beli tiket diminta metode pembayaran nya tapi tidak ada field nya di checkout ataupun saat di set metode pembayaran di profile tidak bisa ewallet atau bank,2023-10-08 04:47:55,negative
5fd2eeb1-8396-4104-b34f-21ba4399604c,sherly emrina,1,Payah ...mau bayar aja repot,2023-10-07 23:41:59,negative
034bc7c9-9559-489a-95c9-30a95d87655f,Ratna Sari,1,"Salah klik beli tiket gabisa refund,,,, parah gabisa cancel pula",2023-10-07 14:20:49,negative
4cf1632c-f1cd-4762-a428-369279ee49b9,Andi Rahmana Putra,1,Ribet beli tiketnya,2023-10-05 20:09:48,negative
7d44020f-35fc-4e2e-8a05-45e4c91ce8b4,Ya Na,1,Dulu saya sering pakai ni aplikasi. Tapi semakin di Update semakin mempersulit pengguna. KECEWA.......,2023-10-05 07:38:26,negative
844ea93f-c16a-4cda-a92f-8efacbf1432d,Zaimatus sa'ida,5,Ok,2023-10-05 06:12:16,positive
eb7474a1-64e6-49fb-99d3-8f036f69aea1,Eko H,2,"Pembayaran sulit, kalau update tidak langsung terinstal",2023-10-02 02:58:53,negative
2fe2c4be-6373-4ea1-aaeb-7e12da3b2576,Ayub sugiman,4,"Akun anda terdeteksi opsi pengembang, itu maksudnya apa?? Sy ga bisa masuk",2023-09-30 04:41:25,positive
024bd417-ad1a-44ee-9d91-87e6800b5cd8,Arief Urr,1,"Mode pembayaran bank nya tambahin dong, masa blu doang",2023-09-27 11:19:47,negative
e9eb3bc5-f52e-42e2-a366-c29a89f68ed3,Gani Raditya,1,Tambahin pembayaran pake gopay atau Dana plisss,2023-09-24 15:16:22,negative
c112701b-a248-4ffb-8cb2-ad8e2074ec37,Fiqih Wijaya,1,"Baru update malah makin sampah ni aplikasi ga berguna, bayar cuma bisa pake e-wallet Astra sama bank cuma bisa blu doang. Sarat kepentingan perusahaan ga memikirkan kepentingan umum (masyarakat) padahal ini kan BUMN transportasi milik negara/daerah bukan personal. Lucunya negeri ini parah, kacaw, penuh kepentingan pribadi",2023-09-24 10:34:09,negative
2430eaca-b6f8-401d-8dac-cfa31283531e,suwandi swd,1,Payment online menggunakan yg jarang orang pakai .... bikin ribet .. balikin lagi donk e wallet seperti gopay ovo,2023-09-24 04:02:35,negative
6b064299-681d-47a7-99c9-8eba3d4caf5f,wiji al jawi,1,"Metode pembayaran hanya bisa melalui astrapay, isaku, & blu. Ini sama saja membatasi orang utk naik MRT. Okupansi MRT 180 ribu, tapi rata2 cuma terpakai 80 ribu alias kurang dari setengah kapasitas. Klo mau maksimal harusnya perluas kanal metode pembayaran, terutama yg sdh populer, seperti shopeepay, gopay, & via mobile banking.",2023-09-24 00:31:01,negative
1959b31b-122c-4392-ba5b-76a01445cd2f,Muizzuddin,1,"Tolong dong developer sediakan kembali metode pembayaran e-wallet seperti ""dana"", ""ovo"", ""gopay"" dll agar mempermudah konsumen jga, klo metode pembayaran yg sekarang banyak yg jarang pakai jadi sulit",2023-09-22 13:13:39,negative
29f527c2-c34e-43f4-a268-da13aea49488,siti njah,4,Top,2023-09-21 05:48:28,positive
